"winners_id","winners","winning_tribe","season","day","challenge_type"
31,"Colby","Mogo Mogo",8,6,"immunity"
46,"Lex","Mogo Mogo",8,6,"immunity"
62,"Kathy","Mogo Mogo",8,6,"immunity"
71,"Shii Ann","Mogo Mogo",8,6,"immunity"
94,"Rob C.","Chapera",8,9,"reward"
13,"Sue","Chapera",8,9,"reward"
24,"Alicia","Chapera",8,9,"reward"
45,"Big Tom","Chapera",8,9,"reward"
55,"Boston Rob","Chapera",8,9,"reward"
27,"Amber","Chapera",8,9,"reward"
96,"Jenna","Mogo Mogo",8,9,"reward"
16,"Richard","Mogo Mogo",8,9,"reward"
31,"Colby","Mogo Mogo",8,9,"reward"
46,"Lex","Mogo Mogo",8,9,"reward"
62,"Kathy","Mogo Mogo",8,9,"reward"
71,"Shii Ann","Mogo Mogo",8,9,"reward"
94,"Rob C.","Chapera",8,12,"reward"
13,"Sue","Chapera",8,12,"reward"
24,"Alicia","Chapera",8,12,"reward"
45,"Big Tom","Chapera",8,12,"reward"
55,"Boston Rob","Chapera",8,12,"reward"
27,"Amber","Chapera",8,12,"reward"
48,"Ethan","Saboga",8,12,"reward"
25,"Jerri","Saboga",8,12,"reward"
107,"Rupert","Saboga",8,12,"reward"
9,"Jenna L.","Saboga",8,12,"reward"
48,"Ethan","Saboga",8,12,"immunity"
25,"Jerri","Saboga",8,12,"immunity"
107,"Rupert","Saboga",8,12,"immunity"
9,"Jenna L.","Saboga",8,12,"immunity"
16,"Richard","Mogo Mogo",8,12,"immunity"
31,"Colby","Mogo Mogo",8,12,"immunity"
46,"Lex","Mogo Mogo",8,12,"immunity"
62,"Kathy","Mogo Mogo",8,12,"immunity"
71,"Shii Ann","Mogo Mogo",8,12,"immunity"
16,"Richard","Mogo Mogo",8,15,"reward"
31,"Colby","Mogo Mogo",8,15,"reward"
48,"Ethan","Mogo Mogo",8,15,"reward"
25,"Jerri","Mogo Mogo",8,15,"reward"
46,"Lex","Mogo Mogo",8,15,"reward"
62,"Kathy","Mogo Mogo",8,15,"reward"
71,"Shii Ann","Mogo Mogo",8,15,"reward"
13,"Sue","Chapera",8,15,"reward"
24,"Alicia","Chapera",8,15,"reward"
45,"Big Tom","Chapera",8,15,"reward"
107,"Rupert","Chapera",8,15,"reward"
9,"Jenna L.","Chapera",8,15,"reward"
55,"Boston Rob","Chapera",8,15,"reward"
27,"Amber","Chapera",8,15,"reward"
13,"Sue","Chapera",8,15,"immunity"
24,"Alicia","Chapera",8,15,"immunity"
45,"Big Tom","Chapera",8,15,"immunity"
107,"Rupert","Chapera",8,15,"immunity"
9,"Jenna L.","Chapera",8,15,"immunity"
55,"Boston Rob","Chapera",8,15,"immunity"
27,"Amber","Chapera",8,15,"immunity"
31,"Colby","Mogo Mogo",8,17,"reward"
48,"Ethan","Mogo Mogo",8,17,"reward"
25,"Jerri","Mogo Mogo",8,17,"reward"
46,"Lex","Mogo Mogo",8,17,"reward"
62,"Kathy","Mogo Mogo",8,17,"reward"
71,"Shii Ann","Mogo Mogo",8,17,"reward"
24,"Alicia","Chapera",8,19,"reward"
45,"Big Tom","Chapera",8,19,"reward"
107,"Rupert","Chapera",8,19,"reward"
9,"Jenna L.","Chapera",8,19,"reward"
55,"Boston Rob","Chapera",8,19,"reward"
27,"Amber","Chapera",8,19,"reward"
24,"Alicia","Chapera",8,19,"immunity"
45,"Big Tom","Chapera",8,19,"immunity"
107,"Rupert","Chapera",8,19,"immunity"
9,"Jenna L.","Chapera",8,19,"immunity"
55,"Boston Rob","Chapera",8,19,"immunity"
27,"Amber","Chapera",8,19,"immunity"
24,"Alicia","Chapera",8,21,"reward"
45,"Big Tom","Chapera",8,21,"reward"
107,"Rupert","Chapera",8,21,"reward"
9,"Jenna L.","Chapera",8,21,"reward"
55,"Boston Rob","Chapera",8,21,"reward"
27,"Amber","Chapera",8,21,"reward"
24,"Alicia","Chapera",8,21,"immunity"
45,"Big Tom","Chapera",8,21,"immunity"
107,"Rupert","Chapera",8,21,"immunity"
9,"Jenna L.","Chapera",8,21,"immunity"
55,"Boston Rob","Chapera",8,21,"immunity"
27,"Amber","Chapera",8,21,"immunity"
24,"Alicia","Mogo Mogo",8,24,"immunity"
45,"Big Tom","Mogo Mogo",8,24,"immunity"
107,"Rupert","Mogo Mogo",8,24,"immunity"
9,"Jenna L.","Mogo Mogo",8,24,"immunity"
55,"Boston Rob","Mogo Mogo",8,24,"immunity"
107,"Rupert",NA,8,27,"reward"
9,"Jenna L.",NA,8,27,"reward"
27,"Amber",NA,8,27,"reward"
62,"Kathy",NA,8,27,"immunity"
55,"Boston Rob",NA,8,27,"immunity"
55,"Boston Rob",NA,8,28,"reward"
9,"Jenna L.",NA,8,28,"reward"
62,"Kathy",NA,8,28,"reward"
45,"Big Tom",NA,8,28,"reward"
24,"Alicia",NA,8,28,"reward"
27,"Amber",NA,8,28,"reward"
55,"Boston Rob",NA,8,28,"reward"
71,"Shii Ann",NA,8,28,"reward"
107,"Rupert",NA,8,28,"reward"
55,"Boston Rob",NA,8,28,"immunity"
107,"Rupert",NA,8,30,"reward"
71,"Shii Ann",NA,8,30,"immunity"
45,"Big Tom",NA,8,33,"reward"
55,"Boston Rob",NA,8,33,"reward"
45,"Big Tom",NA,8,33,"immunity"
55,"Boston Rob",NA,8,36,"reward"
27,"Amber",NA,8,36,"reward"
55,"Boston Rob",NA,8,36,"immunity"
27,"Amber",NA,8,37,"immunity"
55,"Boston Rob",NA,8,38,"immunity"
103,"Shawn","Drake",7,3,"immunity"
107,"Rupert","Drake",7,3,"immunity"
109,"Christa","Drake",7,3,"immunity"
111,"Jonny Fairplay","Drake",7,3,"immunity"
112,"Sandra","Drake",7,3,"immunity"
103,"Shawn","Drake",7,6,"reward"
107,"Rupert","Drake",7,6,"reward"
109,"Christa","Drake",7,6,"reward"
111,"Jonny Fairplay","Drake",7,6,"reward"
112,"Sandra","Drake",7,6,"reward"
103,"Shawn","Drake",7,6,"immunity"
107,"Rupert","Drake",7,6,"immunity"
109,"Christa","Drake",7,6,"immunity"
111,"Jonny Fairplay","Drake",7,6,"immunity"
112,"Sandra","Drake",7,6,"immunity"
103,"Shawn","Drake",7,9,"reward"
107,"Rupert","Drake",7,9,"reward"
109,"Christa","Drake",7,9,"reward"
111,"Jonny Fairplay","Drake",7,9,"reward"
112,"Sandra","Drake",7,9,"reward"
103,"Shawn","Drake",7,9,"immunity"
107,"Rupert","Drake",7,9,"immunity"
109,"Christa","Drake",7,9,"immunity"
111,"Jonny Fairplay","Drake",7,9,"immunity"
112,"Sandra","Drake",7,9,"immunity"
103,"Shawn","Drake",7,12,"reward"
107,"Rupert","Drake",7,12,"reward"
109,"Christa","Drake",7,12,"reward"
111,"Jonny Fairplay","Drake",7,12,"reward"
112,"Sandra","Drake",7,12,"reward"
104,"Osten","Morgan",7,12,"immunity"
105,"Andrew","Morgan",7,12,"immunity"
106,"Ryan O.","Morgan",7,12,"immunity"
108,"Tijuana","Morgan",7,12,"immunity"
110,"Darrah","Morgan",7,12,"immunity"
107,"Rupert",NA,7,12,"immunity"
104,"Osten","Morgan",7,15,"reward"
105,"Andrew","Morgan",7,15,"reward"
106,"Ryan O.","Morgan",7,15,"reward"
108,"Tijuana","Morgan",7,15,"reward"
110,"Darrah","Morgan",7,15,"reward"
104,"Osten","Morgan",7,15,"immunity"
105,"Andrew","Morgan",7,15,"immunity"
106,"Ryan O.","Morgan",7,15,"immunity"
108,"Tijuana","Morgan",7,15,"immunity"
110,"Darrah","Morgan",7,15,"immunity"
103,"Shawn","Drake",7,18,"reward"
107,"Rupert","Drake",7,18,"reward"
109,"Christa","Drake",7,18,"reward"
111,"Jonny Fairplay","Drake",7,18,"reward"
112,"Sandra","Drake",7,18,"reward"
104,"Osten","Morgan",7,18,"immunity"
105,"Andrew","Morgan",7,18,"immunity"
106,"Ryan O.","Morgan",7,18,"immunity"
108,"Tijuana","Morgan",7,18,"immunity"
110,"Darrah","Morgan",7,18,"immunity"
99,"Lillian","Outcasts",7,19,"immunity"
100,"Burton","Outcasts",7,19,"immunity"
100,"Burton",NA,7,21,"immunity"
107,"Rupert",NA,7,24,"reward"
100,"Burton",NA,7,24,"reward"
99,"Lillian",NA,7,24,"reward"
107,"Rupert",NA,7,24,"immunity"
100,"Burton",NA,7,27,"reward"
111,"Jonny Fairplay",NA,7,27,"reward"
99,"Lillian",NA,7,27,"reward"
100,"Burton",NA,7,27,"immunity"
111,"Jonny Fairplay",NA,7,30,"reward"
110,"Darrah",NA,7,30,"immunity"
110,"Darrah",NA,7,33,"reward"
111,"Jonny Fairplay",NA,7,33,"reward"
99,"Lillian",NA,7,33,"reward"
110,"Darrah",NA,7,33,"immunity"
100,"Burton",NA,7,36,"reward"
111,"Jonny Fairplay",NA,7,36,"reward"
110,"Darrah",NA,7,36,"immunity"
99,"Lillian",NA,7,38,"immunity"
82,"Janet","Jaburu",6,3,"immunity"
84,"JoAnna","Jaburu",6,3,"immunity"
85,"Jeanne","Jaburu",6,3,"immunity"
86,"Shawna","Jaburu",6,3,"immunity"
89,"Deena","Jaburu",6,3,"immunity"
91,"Christy","Jaburu",6,3,"immunity"
92,"Heidi","Jaburu",6,3,"immunity"
96,"Jenna","Jaburu",6,3,"immunity"
82,"Janet","Jaburu",6,6,"reward"
84,"JoAnna","Jaburu",6,6,"reward"
85,"Jeanne","Jaburu",6,6,"reward"
86,"Shawna","Jaburu",6,6,"reward"
89,"Deena","Jaburu",6,6,"reward"
91,"Christy","Jaburu",6,6,"reward"
92,"Heidi","Jaburu",6,6,"reward"
96,"Jenna","Jaburu",6,6,"reward"
83,"Daniel","Tambaqui",6,6,"immunity"
87,"Roger","Tambaqui",6,6,"immunity"
88,"Dave","Tambaqui",6,6,"immunity"
90,"Alex","Tambaqui",6,6,"immunity"
93,"Butch","Tambaqui",6,6,"immunity"
94,"Rob C.","Tambaqui",6,6,"immunity"
95,"Matthew","Tambaqui",6,6,"immunity"
84,"JoAnna","Jaburu",6,9,"reward"
85,"Jeanne","Jaburu",6,9,"reward"
86,"Shawna","Jaburu",6,9,"reward"
89,"Deena","Jaburu",6,9,"reward"
91,"Christy","Jaburu",6,9,"reward"
92,"Heidi","Jaburu",6,9,"reward"
96,"Jenna","Jaburu",6,9,"reward"
84,"JoAnna","Jaburu",6,9,"immunity"
85,"Jeanne","Jaburu",6,9,"immunity"
86,"Shawna","Jaburu",6,9,"immunity"
89,"Deena","Jaburu",6,9,"immunity"
91,"Christy","Jaburu",6,9,"immunity"
92,"Heidi","Jaburu",6,9,"immunity"
96,"Jenna","Jaburu",6,9,"immunity"
87,"Roger","Tambaqui",6,12,"reward"
88,"Dave","Tambaqui",6,12,"reward"
90,"Alex","Tambaqui",6,12,"reward"
93,"Butch","Tambaqui",6,12,"reward"
94,"Rob C.","Tambaqui",6,12,"reward"
95,"Matthew","Tambaqui",6,12,"reward"
87,"Roger","Tambaqui",6,12,"immunity"
88,"Dave","Tambaqui",6,12,"immunity"
90,"Alex","Tambaqui",6,12,"immunity"
93,"Butch","Tambaqui",6,12,"immunity"
94,"Rob C.","Tambaqui",6,12,"immunity"
95,"Matthew","Tambaqui",6,12,"immunity"
86,"Shawna","Jaburu",6,15,"immunity"
89,"Deena","Jaburu",6,15,"immunity"
90,"Alex","Jaburu",6,15,"immunity"
94,"Rob C.","Jaburu",6,15,"immunity"
95,"Matthew","Jaburu",6,15,"immunity"
96,"Jenna","Jaburu",6,15,"immunity"
87,"Roger","Tambaqui",6,18,"reward"
88,"Dave","Tambaqui",6,18,"reward"
91,"Christy","Tambaqui",6,18,"reward"
92,"Heidi","Tambaqui",6,18,"reward"
93,"Butch","Tambaqui",6,18,"reward"
87,"Roger","Tambaqui",6,18,"immunity"
88,"Dave","Tambaqui",6,18,"immunity"
91,"Christy","Tambaqui",6,18,"immunity"
92,"Heidi","Tambaqui",6,18,"immunity"
93,"Butch","Tambaqui",6,18,"immunity"
89,"Deena",NA,6,21,"immunity"
88,"Dave",NA,6,24,"reward"
89,"Deena",NA,6,24,"reward"
96,"Jenna",NA,6,24,"immunity"
90,"Alex",NA,6,27,"reward"
96,"Jenna",NA,6,27,"reward"
95,"Matthew",NA,6,27,"immunity"
NA,NA,NA,6,30,"reward"
94,"Rob C.",NA,6,30,"immunity"
95,"Matthew",NA,6,33,"reward"
93,"Butch",NA,6,33,"reward"
91,"Christy",NA,6,33,"reward"
92,"Heidi",NA,6,33,"reward"
96,"Jenna",NA,6,33,"reward"
94,"Rob C.",NA,6,33,"reward"
96,"Jenna",NA,6,33,"immunity"
95,"Matthew",NA,6,36,"reward"
94,"Rob C.",NA,6,36,"reward"
95,"Matthew",NA,6,36,"immunity"
96,"Jenna",NA,6,37,"immunity"
96,"Jenna",NA,6,38,"immunity"
67,"Jed","Sook Jai",5,3,"immunity"
69,"Stephanie","Sook Jai",5,3,"immunity"
70,"Robb","Sook Jai",5,3,"immunity"
71,"Shii Ann","Sook Jai",5,3,"immunity"
72,"Erin","Sook Jai",5,3,"immunity"
73,"Ken","Sook Jai",5,3,"immunity"
74,"Penny","Sook Jai",5,3,"immunity"
75,"Jake","Sook Jai",5,3,"immunity"
67,"Jed","Sook Jai",5,6,"reward"
69,"Stephanie","Sook Jai",5,6,"reward"
70,"Robb","Sook Jai",5,6,"reward"
71,"Shii Ann","Sook Jai",5,6,"reward"
72,"Erin","Sook Jai",5,6,"reward"
73,"Ken","Sook Jai",5,6,"reward"
74,"Penny","Sook Jai",5,6,"reward"
75,"Jake","Sook Jai",5,6,"reward"
67,"Jed","Sook Jai",5,6,"immunity"
69,"Stephanie","Sook Jai",5,6,"immunity"
70,"Robb","Sook Jai",5,6,"immunity"
71,"Shii Ann","Sook Jai",5,6,"immunity"
72,"Erin","Sook Jai",5,6,"immunity"
73,"Ken","Sook Jai",5,6,"immunity"
74,"Penny","Sook Jai",5,6,"immunity"
75,"Jake","Sook Jai",5,6,"immunity"
68,"Ghandia","Chuay Gahn",5,9,"reward"
76,"Ted","Chuay Gahn",5,9,"reward"
77,"Helen","Chuay Gahn",5,9,"reward"
78,"Jan","Chuay Gahn",5,9,"reward"
79,"Clay","Chuay Gahn",5,9,"reward"
80,"Brian","Chuay Gahn",5,9,"reward"
68,"Ghandia","Chuay Gahn",5,9,"immunity"
76,"Ted","Chuay Gahn",5,9,"immunity"
77,"Helen","Chuay Gahn",5,9,"immunity"
78,"Jan","Chuay Gahn",5,9,"immunity"
79,"Clay","Chuay Gahn",5,9,"immunity"
80,"Brian","Chuay Gahn",5,9,"immunity"
69,"Stephanie","Sook Jai",5,12,"reward"
70,"Robb","Sook Jai",5,12,"reward"
71,"Shii Ann","Sook Jai",5,12,"reward"
72,"Erin","Sook Jai",5,12,"reward"
73,"Ken","Sook Jai",5,12,"reward"
74,"Penny","Sook Jai",5,12,"reward"
75,"Jake","Sook Jai",5,12,"reward"
69,"Stephanie","Sook Jai",5,12,"immunity"
70,"Robb","Sook Jai",5,12,"immunity"
71,"Shii Ann","Sook Jai",5,12,"immunity"
72,"Erin","Sook Jai",5,12,"immunity"
73,"Ken","Sook Jai",5,12,"immunity"
74,"Penny","Sook Jai",5,12,"immunity"
75,"Jake","Sook Jai",5,12,"immunity"
NA,NA,NA,5,15,"reward"
76,"Ted","Chuay Gahn",5,15,"immunity"
77,"Helen","Chuay Gahn",5,15,"immunity"
78,"Jan","Chuay Gahn",5,15,"immunity"
79,"Clay","Chuay Gahn",5,15,"immunity"
80,"Brian","Chuay Gahn",5,15,"immunity"
70,"Robb","Sook Jai",5,18,"reward"
71,"Shii Ann","Sook Jai",5,18,"reward"
72,"Erin","Sook Jai",5,18,"reward"
73,"Ken","Sook Jai",5,18,"reward"
74,"Penny","Sook Jai",5,18,"reward"
75,"Jake","Sook Jai",5,18,"reward"
76,"Ted","Chuay Gahn",5,18,"immunity"
77,"Helen","Chuay Gahn",5,18,"immunity"
78,"Jan","Chuay Gahn",5,18,"immunity"
79,"Clay","Chuay Gahn",5,18,"immunity"
80,"Brian","Chuay Gahn",5,18,"immunity"
76,"Ted","Chuay Gahn",5,21,"immunity"
77,"Helen","Chuay Gahn",5,21,"immunity"
78,"Jan","Chuay Gahn",5,21,"immunity"
79,"Clay","Chuay Gahn",5,21,"immunity"
80,"Brian","Chuay Gahn",5,21,"immunity"
76,"Ted","Chuay Gahn",5,24,"immunity"
77,"Helen","Chuay Gahn",5,24,"immunity"
78,"Jan","Chuay Gahn",5,24,"immunity"
79,"Clay","Chuay Gahn",5,24,"immunity"
80,"Brian","Chuay Gahn",5,24,"immunity"
80,"Brian",NA,5,27,"reward"
79,"Clay",NA,5,27,"immunity"
80,"Brian",NA,5,30,"reward"
79,"Clay",NA,5,30,"reward"
77,"Helen",NA,5,30,"immunity"
77,"Helen",NA,5,33,"reward"
76,"Ted",NA,5,33,"immunity"
76,"Ted",NA,5,36,"reward"
77,"Helen",NA,5,36,"reward"
80,"Brian",NA,5,36,"immunity"
80,"Brian",NA,5,37,"immunity"
80,"Brian",NA,5,38,"immunity"
53,"Gabriel","Rotu",4,3,"immunity"
56,"John","Rotu",4,3,"immunity"
57,"Zoe","Rotu",4,3,"immunity"
58,"Tammy","Rotu",4,3,"immunity"
59,"Robert","Rotu",4,3,"immunity"
61,"Paschal","Rotu",4,3,"immunity"
62,"Kathy","Rotu",4,3,"immunity"
63,"Neleh","Rotu",4,3,"immunity"
53,"Gabriel","Rotu",4,6,"reward"
56,"John","Rotu",4,6,"reward"
57,"Zoe","Rotu",4,6,"reward"
58,"Tammy","Rotu",4,6,"reward"
59,"Robert","Rotu",4,6,"reward"
61,"Paschal","Rotu",4,6,"reward"
62,"Kathy","Rotu",4,6,"reward"
63,"Neleh","Rotu",4,6,"reward"
53,"Gabriel","Rotu",4,6,"immunity"
56,"John","Rotu",4,6,"immunity"
57,"Zoe","Rotu",4,6,"immunity"
58,"Tammy","Rotu",4,6,"immunity"
59,"Robert","Rotu",4,6,"immunity"
61,"Paschal","Rotu",4,6,"immunity"
62,"Kathy","Rotu",4,6,"immunity"
63,"Neleh","Rotu",4,6,"immunity"
53,"Gabriel","Rotu",4,9,"reward"
56,"John","Rotu",4,9,"reward"
57,"Zoe","Rotu",4,9,"reward"
58,"Tammy","Rotu",4,9,"reward"
59,"Robert","Rotu",4,9,"reward"
61,"Paschal","Rotu",4,9,"reward"
62,"Kathy","Rotu",4,9,"reward"
63,"Neleh","Rotu",4,9,"reward"
53,"Gabriel","Rotu",4,9,"immunity"
56,"John","Rotu",4,9,"immunity"
57,"Zoe","Rotu",4,9,"immunity"
58,"Tammy","Rotu",4,9,"immunity"
59,"Robert","Rotu",4,9,"immunity"
61,"Paschal","Rotu",4,9,"immunity"
62,"Kathy","Rotu",4,9,"immunity"
63,"Neleh","Rotu",4,9,"immunity"
53,"Gabriel","Rotu",4,12,"immunity"
55,"Boston Rob","Rotu",4,12,"immunity"
56,"John","Rotu",4,12,"immunity"
57,"Zoe","Rotu",4,12,"immunity"
58,"Tammy","Rotu",4,12,"immunity"
59,"Robert","Rotu",4,12,"immunity"
60,"Sean","Rotu",4,12,"immunity"
64,"Vecepia","Rotu",4,12,"immunity"
54,"Gina","Maraamu",4,15,"reward"
61,"Paschal","Maraamu",4,15,"reward"
62,"Kathy","Maraamu",4,15,"reward"
63,"Neleh","Maraamu",4,15,"reward"
54,"Gina","Maraamu",4,15,"immunity"
61,"Paschal","Maraamu",4,15,"immunity"
62,"Kathy","Maraamu",4,15,"immunity"
63,"Neleh","Maraamu",4,15,"immunity"
54,"Gina","Maraamu",4,18,"reward"
61,"Paschal","Maraamu",4,18,"reward"
62,"Kathy","Maraamu",4,18,"reward"
63,"Neleh","Maraamu",4,18,"reward"
55,"Boston Rob","Rotu",4,18,"immunity"
56,"John","Rotu",4,18,"immunity"
57,"Zoe","Rotu",4,18,"immunity"
58,"Tammy","Rotu",4,18,"immunity"
59,"Robert","Rotu",4,18,"immunity"
60,"Sean","Rotu",4,18,"immunity"
64,"Vecepia","Rotu",4,18,"immunity"
62,"Kathy",NA,4,21,"immunity"
62,"Kathy",NA,4,24,"reward"
58,"Tammy",NA,4,24,"immunity"
61,"Paschal",NA,4,27,"reward"
60,"Sean",NA,4,27,"reward"
58,"Tammy",NA,4,27,"immunity"
61,"Paschal",NA,4,30,"reward"
63,"Neleh",NA,4,30,"reward"
59,"Robert",NA,4,30,"immunity"
62,"Kathy",NA,4,33,"reward"
64,"Vecepia",NA,4,33,"immunity"
60,"Sean",NA,4,36,"reward"
62,"Kathy",NA,4,36,"immunity"
64,"Vecepia",NA,4,37,"immunity"
63,"Neleh",NA,4,38,"immunity"
35,"Carl","Samburu",3,3,"reward"
36,"Linda","Samburu",3,3,"reward"
37,"Silas","Samburu",3,3,"reward"
38,"Lindsey","Samburu",3,3,"reward"
41,"Brandon","Samburu",3,3,"reward"
42,"Frank","Samburu",3,3,"reward"
43,"Kim P.","Samburu",3,3,"reward"
44,"Teresa","Samburu",3,3,"reward"
35,"Carl","Samburu",3,3,"immunity"
36,"Linda","Samburu",3,3,"immunity"
37,"Silas","Samburu",3,3,"immunity"
38,"Lindsey","Samburu",3,3,"immunity"
41,"Brandon","Samburu",3,3,"immunity"
42,"Frank","Samburu",3,3,"immunity"
43,"Kim P.","Samburu",3,3,"immunity"
44,"Teresa","Samburu",3,3,"immunity"
35,"Carl","Samburu",3,6,"reward"
36,"Linda","Samburu",3,6,"reward"
37,"Silas","Samburu",3,6,"reward"
38,"Lindsey","Samburu",3,6,"reward"
41,"Brandon","Samburu",3,6,"reward"
42,"Frank","Samburu",3,6,"reward"
43,"Kim P.","Samburu",3,6,"reward"
44,"Teresa","Samburu",3,6,"reward"
35,"Carl","Samburu",3,6,"immunity"
36,"Linda","Samburu",3,6,"immunity"
37,"Silas","Samburu",3,6,"immunity"
38,"Lindsey","Samburu",3,6,"immunity"
41,"Brandon","Samburu",3,6,"immunity"
42,"Frank","Samburu",3,6,"immunity"
43,"Kim P.","Samburu",3,6,"immunity"
44,"Teresa","Samburu",3,6,"immunity"
39,"Clarence","Boran",3,9,"reward"
40,"Kelly","Boran",3,9,"reward"
45,"Big Tom","Boran",3,9,"reward"
46,"Lex","Boran",3,9,"reward"
47,"Kim J.","Boran",3,9,"reward"
48,"Ethan","Boran",3,9,"reward"
39,"Clarence","Boran",3,9,"immunity"
40,"Kelly","Boran",3,9,"immunity"
45,"Big Tom","Boran",3,9,"immunity"
46,"Lex","Boran",3,9,"immunity"
47,"Kim J.","Boran",3,9,"immunity"
48,"Ethan","Boran",3,9,"immunity"
36,"Linda","Samburu",3,12,"reward"
37,"Silas","Samburu",3,12,"reward"
38,"Lindsey","Samburu",3,12,"reward"
41,"Brandon","Samburu",3,12,"reward"
42,"Frank","Samburu",3,12,"reward"
43,"Kim P.","Samburu",3,12,"reward"
44,"Teresa","Samburu",3,12,"reward"
39,"Clarence","Boran",3,12,"immunity"
40,"Kelly","Boran",3,12,"immunity"
45,"Big Tom","Boran",3,12,"immunity"
46,"Lex","Boran",3,12,"immunity"
47,"Kim J.","Boran",3,12,"immunity"
48,"Ethan","Boran",3,12,"immunity"
37,"Silas","Boran",3,15,"reward"
39,"Clarence","Boran",3,15,"reward"
42,"Frank","Boran",3,15,"reward"
44,"Teresa","Boran",3,15,"reward"
47,"Kim J.","Boran",3,15,"reward"
48,"Ethan","Boran",3,15,"reward"
38,"Lindsey","Samburu",3,15,"immunity"
40,"Kelly","Samburu",3,15,"immunity"
41,"Brandon","Samburu",3,15,"immunity"
43,"Kim P.","Samburu",3,15,"immunity"
45,"Big Tom","Samburu",3,15,"immunity"
46,"Lex","Samburu",3,15,"immunity"
38,"Lindsey","Samburu",3,18,"reward"
40,"Kelly","Samburu",3,18,"reward"
41,"Brandon","Samburu",3,18,"reward"
43,"Kim P.","Samburu",3,18,"reward"
45,"Big Tom","Samburu",3,18,"reward"
46,"Lex","Samburu",3,18,"reward"
39,"Clarence","Boran",3,18,"immunity"
42,"Frank","Boran",3,18,"immunity"
44,"Teresa","Boran",3,18,"immunity"
47,"Kim J.","Boran",3,18,"immunity"
48,"Ethan","Boran",3,18,"immunity"
44,"Teresa",NA,3,21,"immunity"
48,"Ethan",NA,3,24,"reward"
46,"Lex",NA,3,24,"reward"
48,"Ethan",NA,3,24,"immunity"
41,"Brandon",NA,3,27,"reward"
42,"Frank",NA,3,27,"reward"
46,"Lex",NA,3,27,"immunity"
NA,NA,NA,3,30,"reward"
46,"Lex",NA,3,30,"immunity"
46,"Lex",NA,3,33,"reward"
45,"Big Tom",NA,3,33,"reward"
45,"Big Tom",NA,3,33,"immunity"
46,"Lex",NA,3,36,"reward"
46,"Lex",NA,3,36,"immunity"
47,"Kim J.",NA,3,37,"immunity"
47,"Kim J.",NA,3,38,"immunity"
18,"Kel","Ogakor",2,3,"reward"
19,"Maralyn","Ogakor",2,3,"reward"
20,"Mitchell","Ogakor",2,3,"reward"
25,"Jerri","Ogakor",2,3,"reward"
27,"Amber","Ogakor",2,3,"reward"
30,"Keith","Ogakor",2,3,"reward"
31,"Colby","Ogakor",2,3,"reward"
32,"Tina","Ogakor",2,3,"reward"
18,"Kel","Ogakor",2,3,"immunity"
19,"Maralyn","Ogakor",2,3,"immunity"
20,"Mitchell","Ogakor",2,3,"immunity"
25,"Jerri","Ogakor",2,3,"immunity"
27,"Amber","Ogakor",2,3,"immunity"
30,"Keith","Ogakor",2,3,"immunity"
31,"Colby","Ogakor",2,3,"immunity"
32,"Tina","Ogakor",2,3,"immunity"
18,"Kel","Ogakor",2,6,"reward"
19,"Maralyn","Ogakor",2,6,"reward"
20,"Mitchell","Ogakor",2,6,"reward"
25,"Jerri","Ogakor",2,6,"reward"
27,"Amber","Ogakor",2,6,"reward"
30,"Keith","Ogakor",2,6,"reward"
31,"Colby","Ogakor",2,6,"reward"
32,"Tina","Ogakor",2,6,"reward"
21,"Kimmi","Kucha",2,6,"immunity"
22,"Michael","Kucha",2,6,"immunity"
23,"Jeff","Kucha",2,6,"immunity"
24,"Alicia","Kucha",2,6,"immunity"
26,"Nick","Kucha",2,6,"immunity"
28,"Rodger","Kucha",2,6,"immunity"
29,"Elisabeth","Kucha",2,6,"immunity"
19,"Maralyn","Ogakor",2,9,"reward"
20,"Mitchell","Ogakor",2,9,"reward"
25,"Jerri","Ogakor",2,9,"reward"
27,"Amber","Ogakor",2,9,"reward"
30,"Keith","Ogakor",2,9,"reward"
31,"Colby","Ogakor",2,9,"reward"
32,"Tina","Ogakor",2,9,"reward"
21,"Kimmi","Kucha",2,9,"immunity"
22,"Michael","Kucha",2,9,"immunity"
23,"Jeff","Kucha",2,9,"immunity"
24,"Alicia","Kucha",2,9,"immunity"
26,"Nick","Kucha",2,9,"immunity"
28,"Rodger","Kucha",2,9,"immunity"
29,"Elisabeth","Kucha",2,9,"immunity"
21,"Kimmi","Kucha",2,12,"reward"
22,"Michael","Kucha",2,12,"reward"
23,"Jeff","Kucha",2,12,"reward"
24,"Alicia","Kucha",2,12,"reward"
26,"Nick","Kucha",2,12,"reward"
28,"Rodger","Kucha",2,12,"reward"
29,"Elisabeth","Kucha",2,12,"reward"
21,"Kimmi","Kucha",2,12,"immunity"
22,"Michael","Kucha",2,12,"immunity"
23,"Jeff","Kucha",2,12,"immunity"
24,"Alicia","Kucha",2,12,"immunity"
26,"Nick","Kucha",2,12,"immunity"
28,"Rodger","Kucha",2,12,"immunity"
29,"Elisabeth","Kucha",2,12,"immunity"
21,"Kimmi","Kucha",2,15,"reward"
22,"Michael","Kucha",2,15,"reward"
23,"Jeff","Kucha",2,15,"reward"
24,"Alicia","Kucha",2,15,"reward"
26,"Nick","Kucha",2,15,"reward"
28,"Rodger","Kucha",2,15,"reward"
29,"Elisabeth","Kucha",2,15,"reward"
